Age,Gender,High_School_GPA,SAT_Score,University_Ranking,University_GPA,Target,Internships_Completed,Projects_Completed,Certifications,Soft_Skills_Score,Networking_Score,Job_Offers,Starting_Salary,Career_Satisfaction,Years_to_Promotion,Current_Job_Level,Work_Life_Balance,Entrepreneurship
22,Female,2.98,1027,896,3.33,Computer Science,3,6,3,7,5,5,31500,6,5,Senior,3,No
21,Female,3.54,1447,153,3.47,Engineering,4,1,2,1,10,1,33400,7,1,Senior,8,No
20,Female,2.44,946,682,2.54,Mathematics,3,6,2,3,4,5,49900,10,1,Entry,8,No
27,Female,2.54,1404,429,3.99,Arts,3,3,0,3,2,0,46900,9,4,Entry,4,No
22,Male,2.49,1014,753,2.37,Law,4,9,3,1,5,5,33500,7,1,Entry,3,No
28,Female,3.98,1315,287,2.43,Business,3,0,3,4,7,0,69500,6,3,Entry,6,No
25,Male,2.39,1122,757,2.58,Computer Science,4,4,0,8,5,0,39500,9,5,Entry,9,No
28,Other,3.15,1535,321,3.95,Business,1,3,4,7,8,3,32200,2,2,Mid,8,No
21,Female,3.85,1402,436,3.98,Business,3,7,5,7,6,2,69300,6,3,Mid,7,No
18,Other,2.29,1571,592,3.59,Law,0,0,0,5,9,0,54600,5,3,Entry,7,Yes
28,Female,3.94,995,496,3.26,Arts,2,1,4,4,10,2,45700,6,1,Mid,5,Yes
24,Male,3.89,1006,604,3.04,Engineering,1,4,4,10,5,5,39500,10,3,Entry,2,No
25,Female,3.77,1531,149,3.94,Business,3,9,3,6,8,0,44500,1,3,Entry,9,Yes
20,Other,2.43,1512,542,3.39,Mathematics,0,9,0,2,6,3,39000,5,3,Entry,3,No
23,Female,3.27,1514,635,3.89,Mathematics,2,1,0,1,7,3,42200,8,1,Executive,9,No
19,Male,3.52,1577,899,2.63,Business,4,0,3,7,8,5,52600,3,3,Senior,10,No
24,Female,3.97,1597,482,2.67,Business,3,5,2,4,4,5,36400,3,2,Entry,2,No
25,Male,2.36,931,326,3.71,Computer Science,4,9,0,7,4,5,25000,7,3,Senior,1,No
23,Male,3.53,1392,939,2.3,Business,1,3,5,6,6,2,75400,7,1,Entry,10,No
23,Male,2.68,965,29,3.89,Mathematics,2,4,5,9,2,3,31800,2,1,Mid,7,Yes
22,Male,2.35,1078,259,3.01,Business,2,2,1,10,9,1,25900,8,4,Mid,1,No
25,Female,2.84,1342,698,3.85,Arts,4,9,1,6,8,4,68200,5,4,Mid,8,No
18,Male,3.59,1448,929,2.67,Mathematics,4,5,0,3,2,4,43000,9,2,Entry,3,No
27,Female,2.93,1100,75,3.43,Business,1,3,4,7,1,5,55100,1,5,Entry,3,No
21,Male,3.08,948,557,2.97,Law,0,5,5,9,10,0,62600,4,4,Entry,9,Yes
21,Male,3.99,1579,581,3.25,Law,3,4,5,10,4,3,63900,8,3,Mid,1,No
20,Male,2.8,1162,498,3.01,Mathematics,0,1,3,6,4,4,57700,9,1,Mid,7,No
20,Male,3.23,1032,416,3.93,Business,2,3,5,7,2,2,39900,9,4,Mid,2,No
21,Male,2.73,1243,879,3.38,Law,3,1,4,8,5,2,30600,10,1,Entry,3,No
28,Male,2.79,1075,722,2.5,Arts,1,4,1,4,3,5,77000,1,3,Executive,10,Yes
18,Female,3.39,1290,751,3.82,Computer Science,0,2,1,5,3,2,52000,1,1,Executive,8,Yes
28,Male,3.88,910,340,2.59,Law,0,5,3,4,10,0,57000,7,1,Entry,3,No
28,Male,3.08,1100,308,2.74,Mathematics,3,4,1,1,3,4,42700,6,4,Entry,2,Yes
19,Male,3.54,902,704,2.2,Law,1,1,2,6,4,4,54900,7,1,Mid,7,No
26,Female,2.18,1113,884,3.8,Engineering,1,9,1,7,5,4,43700,8,3,Entry,3,No
27,Female,2.42,1206,615,2.57,Arts,0,7,5,2,4,2,45700,6,2,Entry,8,No
19,Female,3,1443,241,2.52,Law,0,5,4,6,9,5,29800,10,1,Entry,4,No
22,Male,2.04,1459,253,3.84,Computer Science,4,8,4,2,4,2,56700,10,1,Mid,6,No
26,Male,2.51,1226,936,3.61,Engineering,3,2,2,10,7,0,25000,10,3,Entry,8,No
26,Female,3.03,1098,220,2.28,Mathematics,1,3,4,5,10,5,66900,7,5,Entry,4,No
25,Male,2.03,1500,397,3.54,Mathematics,2,7,4,1,5,1,78700,7,3,Mid,5,No
18,Male,2.53,1008,986,3.83,Business,3,6,4,3,10,4,43300,7,4,Executive,3,No
18,Male,3.03,1190,336,2.16,Arts,4,7,0,4,9,0,63300,2,4,Mid,4,No
26,Male,3.15,1007,729,3.65,Law,3,8,2,4,9,2,44200,3,2,Entry,10,Yes
28,Male,3.85,1307,714,3.09,Business,0,7,2,2,8,1,49900,10,1,Entry,8,No
25,Female,3.29,1451,29,3.34,Arts,3,7,1,8,6,3,41700,9,2,Entry,7,No
27,Male,2.83,951,494,2.99,Mathematics,3,5,5,6,6,1,43600,1,2,Mid,6,No
26,Female,3.86,1011,959,3.4,Engineering,3,1,2,9,2,0,43600,8,1,Entry,5,No
24,Male,3.57,1194,998,2.07,Law,2,6,3,6,7,1,25000,7,1,Mid,9,No
20,Male,2.4,1479,724,3.53,Mathematics,4,3,2,3,9,2,54900,6,3,Senior,4,Yes
20,Female,2.26,1088,502,2.07,Computer Science,3,2,3,2,9,1,25000,1,2,Entry,3,Yes
19,Male,3.35,964,154,2.91,Arts,3,3,4,9,2,2,44100,9,2,Mid,6,No
22,Female,3.12,1473,992,2.3,Mathematics,2,3,5,3,9,1,25000,2,4,Mid,2,No
29,Female,3.58,1364,231,3.65,Mathematics,1,2,3,6,7,0,44400,10,2,Senior,9,No
29,Male,3.48,1157,102,2.63,Computer Science,3,8,5,10,5,3,53900,5,3,Executive,6,Yes
20,Female,3.25,1545,827,2.91,Business,3,2,5,2,5,4,70400,9,5,Entry,3,No
23,Male,3.97,1533,177,2.86,Mathematics,1,1,0,7,6,1,49300,8,2,Entry,2,Yes
19,Female,3.07,1230,693,3.55,Business,3,0,5,1,8,3,45500,10,3,Entry,9,No
29,Male,2.23,1400,984,2.96,Engineering,3,0,4,9,2,1,33200,4,3,Entry,10,No
20,Female,3.66,1582,927,3.58,Engineering,3,4,3,1,3,5,36900,8,5,Entry,3,No
22,Male,2.5,1109,232,2.15,Medicine,4,4,5,9,10,3,67600,9,3,Senior,6,Yes
29,Female,3.55,988,12,2.38,Medicine,0,8,4,1,7,2,56900,5,4,Entry,9,Yes
28,Female,3.91,1578,186,3.1,Engineering,4,3,0,1,3,3,36400,1,5,Entry,3,No
28,Female,3.39,927,761,3.89,Law,1,4,4,8,1,4,25000,6,4,Mid,9,No
18,Female,3.19,1137,932,2.15,Business,4,5,4,1,6,3,74600,4,2,Mid,2,No
18,Female,2.92,1235,266,2.09,Computer Science,4,9,2,8,7,4,31400,6,2,Mid,4,No
27,Female,2.73,962,902,2.31,Mathematics,2,6,1,3,9,4,49800,1,3,Entry,10,No
26,Male,2.71,1452,135,3.28,Mathematics,1,8,3,4,1,3,36900,4,3,Entry,3,No
24,Male,3.27,1399,757,2.8,Engineering,1,5,1,2,9,4,33500,5,5,Entry,7,No
18,Male,3.5,1440,31,3.65,Law,1,0,0,6,10,4,52800,6,2,Executive,4,No
29,Male,3.36,1368,859,2.14,Computer Science,4,7,0,7,7,5,62800,5,1,Executive,4,No
25,Male,2.4,1491,456,2.39,Medicine,1,1,4,10,8,2,59900,2,3,Entry,1,No
20,Female,2.99,950,259,2.6,Computer Science,2,8,1,3,3,0,59000,3,5,Mid,10,No
25,Male,3.58,1011,104,3.25,Engineering,3,6,3,9,5,2,34600,5,3,Senior,3,Yes
22,Female,2.95,1200,431,3.37,Business,4,6,3,3,3,0,52500,7,5,Entry,5,No
18,Male,3.07,989,382,2.25,Engineering,3,9,4,7,7,0,55000,4,2,Mid,5,No
24,Male,3.54,1128,469,3.89,Mathematics,3,9,3,4,2,2,28800,6,3,Entry,4,No
22,Female,3.32,1049,513,2.68,Mathematics,4,4,2,5,6,4,25000,9,3,Entry,7,No
23,Female,2.82,1037,941,3.43,Arts,4,7,1,9,10,5,50800,10,1,Senior,10,No
23,Female,3.79,1034,950,3.05,Law,1,9,0,3,2,2,37600,7,2,Mid,10,Yes
25,Female,2.33,1356,946,2.45,Law,2,0,3,3,9,4,30600,3,5,Senior,4,No
26,Male,3.99,1500,207,3.69,Law,4,2,3,9,6,2,25000,5,1,Mid,7,No
19,Female,2.24,1393,647,3.64,Arts,3,8,3,9,5,2,39400,9,5,Entry,6,No
26,Male,2.03,1426,447,2.79,Arts,4,0,4,4,6,5,73600,5,3,Entry,6,No
29,Male,3.78,1232,783,3.18,Business,2,7,0,1,6,1,62900,3,4,Senior,5,No
28,Male,2.49,1261,89,2.52,Law,0,5,1,1,6,3,72000,8,3,Entry,8,No
27,Male,3.46,1073,195,3.38,Engineering,3,9,3,9,10,2,38900,7,2,Entry,9,No
26,Male,3.62,1501,414,2.62,Arts,0,4,2,6,6,3,66100,5,5,Entry,9,No
27,Female,3.72,1112,122,3.69,Engineering,0,5,5,5,9,4,68600,5,1,Entry,6,Yes
27,Female,3.98,1242,462,2.43,Medicine,2,4,4,10,7,1,72300,1,3,Entry,5,No
24,Male,2.59,960,116,2.03,Law,4,8,1,3,1,5,46200,8,5,Senior,1,No
18,Male,3.42,960,196,2.54,Arts,0,1,3,3,10,1,42800,6,1,Entry,3,No
24,Male,2.23,1577,36,2.38,Arts,1,9,1,2,9,0,48700,5,3,Senior,8,No
27,Male,2.81,1423,67,3.02,Business,4,5,4,7,6,5,51400,7,4,Entry,1,No
22,Female,3.7,1115,645,2.41,Engineering,3,3,5,9,10,5,30400,2,4,Entry,1,No
23,Male,2.74,1488,281,3.53,Business,4,2,2,6,8,3,41400,3,3,Entry,8,No
27,Female,3.18,1523,479,2.48,Business,2,4,3,10,3,1,66700,9,2,Mid,7,No
24,Male,3.01,1477,11,3.41,Engineering,2,1,2,1,3,4,41600,5,4,Mid,2,No
22,Other,3.29,1593,968,3.16,Medicine,3,2,4,6,9,0,51100,6,5,Mid,6,Yes
24,Male,3.95,1322,730,3.97,Engineering,3,6,2,8,9,1,57100,8,2,Mid,9,No
26,Female,2.11,1322,322,4,Medicine,3,0,4,8,5,4,68700,3,2,Entry,8,No
20,Male,3.15,1270,668,3.74,Business,2,1,5,10,5,3,59100,1,3,Mid,6,No
25,Female,3.73,1105,240,3.52,Medicine,4,2,2,3,3,4,64000,4,5,Mid,2,Yes
19,Male,2.96,1185,60,2.77,Law,0,9,1,1,7,4,56500,2,5,Entry,3,No
28,Male,2.16,1004,650,3.51,Medicine,0,6,1,5,7,4,54400,9,1,Mid,3,No
24,Female,3.12,1587,562,3.91,Medicine,1,3,4,6,3,2,63100,4,4,Entry,9,No
19,Female,2.66,1442,679,2.05,Arts,2,7,1,10,8,5,25000,9,4,Entry,9,Yes
21,Female,2.31,1141,165,3.08,Arts,3,7,5,9,6,1,60600,7,2,Entry,5,No
24,Female,3.7,1390,831,2.44,Mathematics,4,0,2,2,3,4,25000,7,2,Entry,5,No
20,Female,3.04,1564,189,3.12,Business,2,4,2,1,6,0,42300,1,3,Mid,8,No
19,Male,3.87,1397,487,2.93,Engineering,1,0,3,7,1,2,63400,2,5,Entry,3,No
28,Male,3.61,1334,981,3.15,Medicine,0,6,4,2,6,4,47500,7,4,Entry,9,No
27,Male,3.39,1383,92,3.1,Law,4,3,1,2,7,4,48900,5,1,Executive,5,No
24,Female,2.01,1346,806,3.92,Arts,0,7,5,3,4,5,53600,7,4,Senior,9,No
18,Male,2.86,1283,888,3.1,Engineering,4,7,4,4,4,1,77900,3,4,Senior,10,Yes
25,Male,2.39,1409,289,3.69,Law,3,8,1,7,3,2,25000,8,4,Entry,9,No
20,Female,3.82,1069,509,2.64,Medicine,4,5,3,1,5,4,39200,4,2,Mid,4,No
29,Female,2.35,1222,75,2.88,Engineering,3,6,2,6,1,4,70900,8,5,Entry,2,No
29,Male,2.57,1373,557,2.94,Mathematics,2,6,2,7,6,3,46200,6,5,Entry,7,Yes
19,Male,3.03,1131,428,2.56,Law,0,4,5,3,2,0,47100,9,4,Mid,1,No
20,Male,2.53,1595,385,2.76,Computer Science,4,6,0,3,4,0,60200,6,5,Mid,7,No
22,Male,2.42,1258,53,3.2,Law,4,8,4,2,6,1,31300,4,3,Mid,1,No
28,Male,3.2,1174,175,3.16,Law,1,3,1,5,6,2,63200,3,2,Senior,5,Yes
25,Female,2.18,931,673,3.27,Medicine,0,1,0,7,10,5,44500,4,2,Mid,1,Yes
27,Female,2.12,1076,579,2.7,Engineering,2,7,4,3,7,5,47500,7,5,Senior,8,Yes
24,Female,2.74,964,474,2.63,Medicine,3,6,1,7,1,4,37800,8,4,Senior,1,No
24,Male,3.44,926,911,3.22,Medicine,2,5,3,8,6,5,57600,2,4,Mid,6,No
29,Female,3.11,1562,361,2.27,Computer Science,1,6,4,3,9,2,45300,9,4,Entry,1,No
24,Male,2.85,1378,270,2.51,Mathematics,2,2,1,1,8,1,54100,7,5,Entry,2,No
25,Male,3.13,1167,407,2.08,Law,3,5,2,3,8,3,44400,7,4,Entry,4,No
18,Female,2.73,1496,124,2.15,Engineering,0,9,4,6,6,1,49400,10,5,Entry,8,No
21,Male,3.87,965,694,2.49,Mathematics,1,6,1,1,4,0,41600,4,1,Mid,3,Yes
23,Male,2.11,1032,376,2.04,Business,4,6,5,9,1,3,44800,7,5,Entry,8,Yes
26,Female,3.35,1265,392,2.49,Arts,4,4,2,3,5,4,37100,2,3,Senior,7,No
19,Male,3.78,981,182,3.31,Mathematics,0,2,2,3,5,1,35100,10,4,Mid,6,No
18,Female,3.61,1227,36,2.12,Medicine,2,1,0,7,7,2,76300,3,4,Entry,10,No
27,Male,2.37,997,212,2.87,Medicine,4,6,1,7,1,2,52800,2,2,Entry,1,Yes
29,Female,2.59,1484,896,3.83,Medicine,1,3,0,6,6,0,25000,5,5,Entry,6,Yes
19,Male,3.43,1226,948,3.58,Medicine,3,1,5,7,7,0,48200,1,1,Entry,6,No
24,Male,2.17,1441,134,2.61,Arts,2,7,0,5,1,5,64800,2,4,Entry,10,No
20,Female,3.62,1024,865,3.85,Business,3,1,3,8,3,0,25000,6,2,Senior,8,No
27,Male,3.44,1109,924,2.66,Computer Science,2,5,0,10,10,0,58400,6,5,Mid,6,No
19,Male,3.46,1032,690,2.15,Business,1,3,0,2,9,4,49100,8,2,Entry,2,Yes
28,Male,2.2,1402,678,3.99,Arts,3,8,3,5,8,3,25000,9,1,Entry,10,No
24,Male,3.44,1056,926,3.74,Engineering,1,4,3,9,10,5,40400,9,5,Mid,3,No
19,Male,3.36,1458,491,2.93,Computer Science,3,3,4,4,6,0,46700,7,4,Mid,2,No
20,Male,3.66,1281,849,3.33,Computer Science,2,7,0,8,8,1,30700,10,5,Mid,3,Yes
28,Female,2.08,921,841,3.34,Engineering,1,2,2,3,2,4,38500,1,4,Entry,1,Yes
24,Male,2.05,1494,988,2.39,Law,2,8,3,6,7,3,53400,4,3,Executive,7,No
21,Female,2.75,1318,438,2.4,Medicine,2,7,1,8,2,4,53500,7,4,Mid,5,No
18,Male,2.3,1371,839,2.94,Arts,3,7,4,9,3,2,56500,2,2,Entry,9,No
22,Male,3.12,1133,46,3.82,Engineering,3,9,4,7,2,4,39900,9,1,Entry,7,Yes
29,Female,3.83,1471,668,2.02,Business,1,4,0,6,5,5,66200,1,5,Entry,1,No
26,Male,2.78,1353,401,3.57,Business,4,0,5,6,10,4,47800,9,3,Entry,1,No
25,Other,3.69,1599,488,2.12,Law,0,9,2,6,5,2,43400,7,3,Mid,2,No
29,Male,2,1469,432,2.96,Engineering,3,8,5,10,6,2,46400,10,3,Entry,7,No
26,Female,2.34,1061,428,3.28,Arts,2,1,5,9,6,2,55200,6,2,Senior,7,No
27,Female,2.06,1200,748,3.37,Law,0,0,3,3,7,5,54300,7,4,Entry,9,No
26,Female,2.66,1205,828,2.12,Law,1,5,1,4,8,5,43000,2,3,Senior,3,No
24,Female,3.82,901,572,2.84,Law,0,0,0,3,4,4,64000,10,1,Mid,3,Yes
21,Female,2.19,1170,517,3.17,Computer Science,0,9,2,9,9,2,46700,2,1,Entry,8,No
22,Male,3.21,1320,965,2.13,Computer Science,4,9,0,5,3,0,60100,3,5,Entry,6,Yes
18,Male,2.9,1042,462,2.27,Medicine,4,9,0,10,5,1,70400,6,1,Senior,3,No
18,Female,3.88,1599,966,3.33,Arts,0,6,4,8,3,1,42300,1,4,Entry,8,No
20,Male,2.25,1591,903,3.04,Business,4,6,5,8,2,2,44100,4,4,Entry,3,Yes
25,Male,2.42,1434,181,2.32,Business,4,0,1,9,5,3,33100,8,3,Senior,6,No
19,Female,2.06,936,145,3.07,Medicine,0,9,1,10,9,4,35800,8,4,Executive,1,No
21,Male,2.87,1006,827,3.83,Business,3,4,1,7,6,1,60000,5,4,Senior,4,No
19,Female,2.56,1196,265,2.03,Law,4,2,1,3,4,5,59800,7,3,Mid,6,No
22,Female,3.74,996,735,3.29,Medicine,0,1,3,5,7,5,25000,5,5,Entry,5,No
26,Female,3.21,1180,406,2.15,Medicine,3,4,3,3,10,0,34500,4,4,Entry,4,No
18,Female,3.23,1009,813,2.01,Engineering,4,4,1,2,5,3,70600,6,4,Mid,10,No
22,Male,3.06,1448,969,2.3,Computer Science,0,1,2,3,7,3,37200,8,2,Entry,1,No
26,Male,2.18,1451,955,2.85,Arts,4,5,3,10,2,0,46000,10,5,Entry,4,No
18,Male,2.89,1496,848,3.6,Arts,3,6,3,9,2,4,50500,1,3,Mid,1,No
26,Male,4,1087,484,2.56,Computer Science,0,0,2,9,9,4,52300,3,2,Entry,10,Yes
25,Female,3.67,1387,482,3.25,Law,3,2,1,8,4,2,28000,4,2,Mid,4,No
21,Female,3.79,1253,237,2.82,Arts,2,3,0,7,1,0,52300,5,5,Entry,3,Yes
29,Male,3.65,918,525,2.47,Business,1,1,3,1,9,0,25000,1,4,Entry,7,No
28,Male,2.21,1292,339,3.03,Business,2,9,0,9,1,5,40100,9,3,Mid,6,No
27,Other,2.45,1160,268,3.59,Arts,4,4,0,10,2,0,44500,8,5,Mid,6,No
22,Male,2.01,1309,932,3.66,Mathematics,3,3,2,2,9,2,25400,2,2,Entry,10,No
22,Female,2.61,1302,266,3.69,Mathematics,0,1,1,6,3,1,59800,5,1,Senior,3,No
28,Male,2.22,1569,528,2.68,Engineering,3,0,5,10,1,4,36200,9,3,Entry,6,No
29,Female,2.95,1383,92,3.59,Arts,4,7,0,5,3,2,75000,3,1,Entry,3,No
23,Female,3.35,1203,248,2.42,Medicine,0,1,1,6,9,2,56100,5,4,Mid,7,No
24,Female,3.75,1523,19,3.48,Law,2,3,4,8,2,5,46200,9,5,Entry,2,No
25,Female,3.5,1555,872,3.9,Medicine,3,9,5,8,5,2,60900,6,4,Mid,9,No
25,Male,3.88,917,390,2.03,Computer Science,1,4,5,10,1,5,25000,5,5,Mid,10,No
28,Male,2.11,1083,388,2.88,Law,4,1,5,2,10,5,52600,8,2,Mid,2,No
19,Female,2.02,1304,926,3.3,Law,4,9,1,7,1,0,31000,5,4,Senior,1,No
26,Male,3.32,1030,615,3.4,Business,3,8,2,2,7,2,62100,9,1,Senior,4,Yes
24,Female,2.58,1378,95,2.35,Law,2,1,2,1,10,1,43100,3,2,Executive,8,No
21,Female,2.51,907,430,3.94,Engineering,2,5,4,8,10,3,25000,1,5,Mid,7,No
21,Female,2.66,1217,795,3.23,Arts,1,6,2,9,3,2,29300,4,2,Entry,6,No
28,Female,2.54,1290,941,2.33,Medicine,1,5,1,7,1,5,49900,7,1,Entry,10,No
25,Female,3.02,1418,725,2.04,Business,3,3,5,4,1,1,55000,3,3,Entry,7,Yes
21,Female,2.88,1035,37,3.57,Mathematics,0,0,1,7,5,5,26400,10,5,Entry,4,No
23,Male,3.02,1430,393,2.16,Business,2,1,5,4,3,0,25000,8,3,Mid,8,No
22,Male,3.35,1550,573,2.28,Engineering,0,9,1,7,4,3,43400,2,2,Mid,4,No
20,Male,2.77,1266,291,3.15,Engineering,0,9,2,4,6,4,73900,9,4,Entry,10,No
27,Female,2.5,1388,874,3.21,Engineering,3,5,1,9,2,4,41800,3,5,Senior,8,Yes
28,Male,2.33,1588,303,3.37,Engineering,1,7,3,5,7,0,53200,6,2,Mid,5,No
19,Female,2.7,910,756,2.79,Mathematics,0,2,5,7,5,0,25000,7,5,Entry,9,Yes
26,Male,3.48,1452,917,3.55,Medicine,3,6,5,8,8,4,90400,5,1,Entry,7,No
27,Female,3.51,1345,401,3.95,Engineering,1,8,4,5,4,0,33300,10,2,Entry,10,No
26,Male,3.33,1013,823,2.54,Business,0,3,3,1,8,4,51300,5,4,Entry,10,No
18,Female,2.47,1591,344,3.41,Business,0,6,1,4,4,0,25000,1,5,Senior,6,No
27,Female,3.18,1095,863,3.86,Mathematics,1,6,2,3,5,4,56000,4,4,Mid,2,Yes
20,Male,3.14,1222,518,3.37,Law,1,9,4,7,3,1,40900,1,4,Entry,6,No
25,Male,2.97,1411,377,3.36,Arts,4,8,3,6,4,0,53400,9,1,Entry,1,No
23,Female,3.1,1527,931,2.45,Business,4,2,1,6,9,4,45400,9,3,Mid,2,No
22,Female,2.98,1561,818,3.07,Business,3,0,2,2,5,0,57000,5,2,Senior,5,No
22,Male,3.13,1529,165,3.13,Mathematics,3,7,1,6,4,4,65500,5,3,Entry,7,No
23,Other,3.43,1064,13,3.4,Medicine,2,3,5,8,4,4,28700,5,3,Mid,1,No
24,Female,2.22,1151,25,3.99,Law,4,1,3,5,7,5,74800,7,1,Senior,2,No
18,Female,3.5,943,736,2.07,Business,1,4,3,9,2,5,39100,6,4,Mid,4,Yes
26,Male,2.27,1369,123,2.13,Computer Science,4,3,4,2,4,3,56600,2,4,Senior,9,No
20,Male,2.13,1388,129,2.16,Business,3,0,2,7,3,0,36500,10,2,Entry,8,No
21,Female,3.95,1080,817,3.49,Arts,3,6,0,6,7,1,51700,3,1,Mid,10,No
27,Female,3.91,976,634,2.27,Arts,3,3,1,6,4,2,44200,5,5,Entry,9,Yes
18,Female,2.12,1273,547,3.24,Law,1,7,2,4,8,2,79600,7,4,Mid,4,Yes
28,Male,2.89,1527,595,2.65,Law,0,8,0,10,5,5,38200,2,2,Entry,7,No
27,Male,2.37,966,309,2.91,Engineering,3,7,2,9,9,0,73900,4,5,Mid,3,No
20,Male,2.97,1424,436,2.43,Medicine,4,0,1,6,9,5,34700,1,3,Entry,8,No
19,Male,3.66,991,182,3.73,Arts,0,7,1,8,3,4,73900,7,1,Mid,7,No
19,Male,3.9,1550,588,3.17,Computer Science,4,4,4,8,9,4,64600,2,5,Mid,8,No
18,Male,3.27,1143,616,3.89,Computer Science,3,0,3,4,4,1,44300,8,4,Senior,9,No
25,Other,2.71,1240,744,3.15,Engineering,1,8,3,5,9,0,47300,10,2,Mid,6,No
20,Male,3.21,1203,815,2.25,Medicine,0,8,3,2,2,2,52300,1,2,Mid,4,Yes
20,Female,2.62,1297,43,2.34,Medicine,0,6,4,4,5,1,50000,2,1,Mid,3,No
23,Female,3.82,1347,404,3.98,Law,3,6,3,6,6,0,56000,8,3,Entry,3,No
25,Female,3.74,996,929,3.45,Business,3,0,2,2,3,0,51700,5,4,Mid,6,No
26,Male,3.12,1230,605,2.1,Computer Science,3,8,3,2,2,5,34900,5,3,Mid,8,No
26,Female,2.65,1104,656,3.41,Computer Science,2,0,3,10,1,5,42000,7,1,Entry,8,No
21,Female,2.59,1348,766,2.82,Mathematics,1,6,5,7,7,0,54200,4,1,Executive,8,No
22,Female,2.07,1317,590,2.61,Computer Science,1,8,1,10,4,3,33800,9,3,Entry,9,No
19,Female,3.63,1548,263,2.31,Computer Science,3,8,4,5,8,1,42000,3,5,Entry,1,No
28,Other,2.9,976,70,3.68,Mathematics,2,4,4,3,8,0,57900,8,5,Entry,7,No
26,Female,2.65,1448,661,2.13,Arts,3,5,3,3,8,5,53600,3,1,Entry,10,No
25,Male,2.94,1324,292,2.58,Medicine,3,1,5,7,2,1,45600,8,5,Entry,9,No
20,Female,3.64,1328,214,2.61,Business,1,1,0,3,5,2,65200,1,5,Entry,2,No
28,Male,2.25,1384,872,2.32,Arts,2,9,1,10,8,0,64500,10,2,Entry,4,No
29,Female,3.72,1034,822,3.02,Medicine,1,8,3,5,10,4,41100,10,3,Mid,6,Yes
26,Male,3.8,1553,147,2.02,Engineering,3,0,0,2,2,0,59900,7,2,Entry,4,No
20,Male,3.89,1153,25,2.6,Computer Science,4,9,2,3,2,0,36500,1,2,Mid,9,No
26,Female,2.79,1459,323,3.87,Business,0,4,5,4,1,1,53900,2,1,Entry,10,No
19,Female,2.43,1154,996,2.62,Medicine,3,6,5,1,6,1,53700,1,1,Senior,1,No
29,Male,2.75,1545,109,2.72,Engineering,2,9,1,4,5,5,50000,10,1,Senior,9,No
27,Male,2.67,1398,693,2.95,Computer Science,4,5,5,4,1,3,46000,3,2,Entry,10,No
26,Female,2.35,1512,251,3.12,Engineering,2,5,4,3,8,0,50800,9,4,Mid,1,No
25,Male,3.21,1383,482,3.62,Mathematics,3,5,0,10,8,5,49800,1,2,Mid,1,No
26,Female,2.95,945,715,2.38,Engineering,3,7,3,9,5,2,25000,3,2,Entry,5,No
22,Male,3.73,1342,816,3.74,Arts,0,6,0,3,3,1,70700,2,2,Entry,1,Yes
28,Female,2.06,1481,682,3.52,Engineering,2,4,4,2,8,3,59400,5,5,Mid,10,No
28,Female,3.29,1547,175,3.45,Arts,4,9,2,7,3,4,43100,7,5,Entry,9,No
19,Male,3.53,1478,347,2.17,Law,0,1,0,9,4,4,64200,6,1,Senior,6,No
25,Male,3.52,903,170,2.04,Arts,2,9,3,6,7,3,42200,10,2,Executive,9,No
29,Male,3.77,900,2,3.19,Mathematics,3,5,0,5,7,5,25000,5,2,Entry,5,Yes
23,Female,3.46,1189,646,3.73,Mathematics,0,9,5,1,4,4,55000,3,1,Mid,6,No
25,Female,3.86,1008,639,3.17,Engineering,3,4,2,3,9,0,25900,7,3,Mid,2,Yes
28,Female,2.67,1474,558,2.43,Medicine,1,3,0,9,6,1,29900,9,4,Senior,9,No
22,Male,3.01,1359,706,2.18,Engineering,1,9,2,8,8,2,33700,2,4,Mid,3,No
27,Male,2.03,1165,362,3.4,Engineering,0,4,2,9,7,4,51400,6,3,Mid,5,No
19,Male,2.01,1037,721,3.44,Medicine,0,8,1,8,4,0,52500,5,1,Mid,8,No
23,Male,2.48,1333,296,2.35,Computer Science,2,1,1,1,2,5,65800,9,3,Entry,5,No
22,Female,2.2,943,570,2.06,Business,4,5,3,8,2,1,31500,8,4,Executive,10,No
29,Female,2.52,1409,590,2.82,Law,4,8,3,8,8,0,39000,9,3,Entry,4,No
29,Female,2.35,1161,202,3.17,Computer Science,1,9,3,5,8,0,69200,7,2,Entry,4,Yes
22,Male,2.06,1532,289,3.41,Engineering,1,4,2,6,1,5,57800,5,5,Entry,5,Yes
18,Female,3.82,1051,62,3.62,Computer Science,1,5,2,2,1,1,54600,4,2,Entry,3,No
19,Female,2.02,1112,502,3.22,Business,3,9,1,1,4,4,49400,8,4,Mid,10,No
25,Female,3.47,1133,780,2.22,Mathematics,4,3,5,8,1,4,56000,2,5,Entry,4,No
20,Female,2.3,1522,126,3.37,Computer Science,0,4,2,7,10,0,50400,1,5,Entry,5,No
27,Male,3.82,1260,992,3.97,Business,1,7,1,4,1,3,51500,3,3,Entry,4,No
20,Male,3.79,1219,49,3.81,Computer Science,2,0,0,7,10,4,56900,7,2,Entry,3,No
25,Female,3.31,1121,600,3.74,Arts,0,0,3,2,5,0,36300,1,3,Entry,1,Yes
25,Male,3.34,1109,846,2.6,Engineering,0,9,3,2,1,5,52800,5,4,Senior,2,No
